,id,startTime,messageTime,sportType,matchState,participants,status,marketCount,group,markets,eventType,updatesCount,displayInfo,score,gameClock,eventReferences,eventDetails,lastModifiedTime,eventTags,sportCurrentGameState,eventMetadata
0,816134,2024-05-27T22:30:00Z,2024-05-27T23:59:53.562Z,BASKETBALL,ONGOING,"[{'id': 45496, 'name': 'Vera Cruz Campinas (W)', 'position': 'HOME', 'abbreviation': 'VER'}, {'id': 82731, 'name': 'Ponta Grossa (W)', 'position': 'AWAY', 'abbreviation': 'PON'}]",RUNNING,6,"{'id': 6280, 'name': 'Brazil - LBF, Women', 'parentGroup': {'id': 3752, 'name': 'Brazil', 'parentGroup': {'id': 39, 'name': 'Basketball'}}}","[{'id': '26b43ede-8fa1-38dc-97ca-8a8a63404469', 'name': 'Spread', 'type': 'handicap', 'parameters': ['0', '18.5'], 'status': 'OPEN', 'mostBalancedLine': True, 'sgpEligable': True, 'specifier': [{'key': 'HANDICAP_HOME', 'value': '0', 'type': 'DOUBLE'}, {'key': 'HANDICAP_AWAY', 'value': '18.5', 'type': 'DOUBLE'}], 'outcomes': [{'id': '1202126b-2edb-31cb-83fc-8663c55f3796', 'name': 'Vera Cruz Campinas (W) -18.5', 'isTraded': True, 'formatDecimal': 1.81, 'formatAmerican': '-122', 'status': 'ONGOING', 'trueOdds': 1.819672131}, {'id': '959a10b5-8a9c-3a07-aadb-b68c2481459d', 'name': 'Ponta Grossa (W) +18.5', 'isTraded': True, 'formatDecimal': 1.85, 'formatAmerican': '-117', 'status': 'ONGOING', 'trueOdds': 1.854700854}]}, {'id': '27a3178d-e2df-30a2-8035-ecc8aceb27a2', 'name': 'Total Points', 'type': 'points-more-less-than', 'parameters': ['159.5'], 'status': 'OPEN', 'mostBalancedLine': True, 'sgpEligable': True, 'specifier': [{'key': 'OVER_UNDER', 'value': '159.5', 'type': 'DOUBLE'}], 'outcomes': [{'id': '0c772442-af10-3535-b263-29b01f22bedc', 'name': 'Over 159.5', 'isTraded': True, 'formatDecimal': 1.74, 'formatAmerican': '-135', 'status': 'ONGOING', 'trueOdds': 1.74074074}, {'id': 'f8fa923f-6daf-3b51-8d18-1b4a17087ed1', 'name': 'Under 159.5', 'isTraded': True, 'formatDecimal': 1.93, 'formatAmerican': '-107', 'status': 'ONGOING', 'trueOdds': 1.934579439}]}, {'id': '1d8c7af1-0d8c-3e91-bc6c-c66b7fbda533', 'name': '4th Quarter Spread', 'type': 'section-handicap', 'parameters': ['0', '2.5', '4'], 'status': 'OPEN', 'mostBalancedLine': True, 'sgpEligable': True, 'specifier': [{'key': 'HANDICAP_HOME', 'value': '0', 'type': 'DOUBLE'}, {'key': 'HANDICAP_AWAY', 'value': '2.5', 'type': 'DOUBLE'}, {'key': 'SECTION', 'value': '4', 'type': 'LONG'}], 'outcomes': [{'id': '25cac2c4-2758-369d-9364-56ada4781406', 'name': 'Vera Cruz Campinas (W) -2.5', 'isTraded': True, 'formatDecimal': 1.8, 'formatAmerican': '-125', 'status': 'ONGOING', 'trueOdds': 1.8}, {'id': '7d1af83e-c479-3649-aea8-063a37bb6fdf', 'name': 'Ponta Grossa (W) +2.5', 'isTraded': True, 'formatDecimal': 1.84, 'formatAmerican': '-118', 'status': 'ONGOING', 'trueOdds': 1.847457627}]}, {'id': '80902d05-bad5-3e44-b085-c708203efe1d', 'name': '4th Quarter Total Points', 'type': 'section-points-more-less', 'parameters': ['4', '39.5'], 'status': 'OPEN', 'mostBalancedLine': True, 'sgpEligable': True, 'specifier': [{'key': 'SECTION', 'value': '4', 'type': 'LONG'}, {'key': 'OVER_UNDER', 'value': '39.5', 'type': 'DOUBLE'}], 'outcomes': [{'id': '717cb676-56ba-34f2-ab07-174f28fa17c2', 'name': 'Over 39.5', 'isTraded': True, 'formatDecimal': 1.71, 'formatAmerican': '-140', 'status': 'ONGOING', 'trueOdds': 1.714285714}, {'id': 'b2c4b5d9-7b25-3925-ac67-8f0fe9b08d14', 'name': 'Under 39.5', 'isTraded': True, 'formatDecimal': 1.93, 'formatAmerican': '-107', 'status': 'ONGOING', 'trueOdds': 1.934579439}]}, {'id': 'd07f88dd-d41c-3dec-86fb-3c619d806537', 'name': 'Moneyline', 'type': 'standard', 'parameters': [], 'status': 'OPEN', 'mostBalancedLine': False, 'sgpEligable': True, 'outcomes': [{'id': '28d8572c-b581-3a31-a3f1-750ff373bfe3', 'name': 'Vera Cruz Campinas (W)', 'isTraded': False, 'formatDecimal': 0, 'formatAmerican': '0', 'status': 'ONGOING', 'trueOdds': 0}, {'id': '439e96eb-c377-3e32-86bb-ced19c7a3146', 'name': 'Ponta Grossa (W)', 'isTraded': True, 'formatDecimal': 11.0, 'formatAmerican': '1000', 'status': 'ONGOING', 'trueOdds': 11.0}]}, {'id': '3526f6be-400d-3e33-b14b-dc7b45587516', 'name': '4th Quarter Winner', 'type': 'x-quarter-draw-no-bet', 'parameters': ['4'], 'status': 'OPEN', 'mostBalancedLine': True, 'sgpEligable': False, 'specifier': [{'key': 'SECTION', 'value': '4', 'type': 'LONG'}], 'outcomes': [{'id': '20b4941a-4a90-3fe4-9c6c-0d98847a32ee', 'name': 'Vera Cruz Campinas (W)', 'isTraded': True, 'formatDecimal': 1.31, 'formatAmerican': '-320', 'status': 'ONGOING', 'trueOdds': 1.3125}, {'id': 'fbd9355a-b19f-39b6-b777-4c685cb90ac7', 'name': 'Ponta Grossa (W)', 'isTraded': True, 'formatDecimal': 2.95, 'formatAmerican': '195', 'status': 'ONGOING', 'trueOdds': 2.95}]}]",MATCH,373,{'displayTags': ['sgp-pre']},"{'total': {'home': {'value': 78}, 'away': {'value': 63}}, 'sections': [{'section': 1, 'home': {'value': 30}, 'away': {'value': 15}}, {'section': 3, 'home': {'value': 22}, 'away': {'value': 12}}, {'section': 5, 'home': {'value': 16}, 'away': {'value': 25}}, {'section': 7, 'home': {'value': 10}, 'away': {'value': 11}}]}","{'clockType': 'TIMER', 'eventState': 'IN_PAUSE', 'sectionType': 'REGULAR', 'sectionNumber': 4, 'sectionDuration': 720, 'utcTimestamp': 1716854393310, 'sectionTime': 295, 'regularSectionCount': 4, 'techDisplayName': 'QUARTER'}","[{'providerId': '90', 'eventId': '49553231'}, {'providerId': '102', 'eventId': '49553231'}]","{'subgroupNameKey': 'LBF, Women', 'block_cashout': 'false', 'subgroupIdKey': '5373'}",2024-05-27T23:59:53.699Z,"['sgp-pre', 'awayParticipantStateLocation:OTHER', 'blockedIN', 'venueStateLocation:UNKNOWN', 'homeParticipantStateLocation:OTHER', 'blockedOH', 'isTradedLive']",,
